Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Started,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count
15851966,"Radiant (Unearthly, #2.5)",Cynthia Hand,"Hand, Cynthia",,62258575,9.78E+12,3,3.84,HarperTeen,ebook,94,2012,2012,1/30/2013,1/30/2013,1/30/2013,,,read,1
13049981,"Boundless (Unearthly, #3)",Cynthia Hand,"Hand, Cynthia",,61996203,9.78E+12,4,4.12,HarperTeen,Hardcover,448,2013,2013,1/24/2013,1/29/2013,5/14/2012,,,read,1
11568316,"Dream Dark (Caster Chronicles, #2.5)",Kami Garcia,"Garcia, Kami",Margaret Stohl,316197041,9.78E+12,3,3.75,"Little, Brown Books for Young Readers",ebook,75,2011,2011,1/26/2013,1/26/2013,11/2/2012,,,read,1
10757833,"Beautiful Chaos (Caster Chronicles, #3)",Kami Garcia,"Garcia, Kami",Margaret Stohl,316123528,9.78E+12,4,3.92,"Little, Brown and Company",Hardcover,516,2011,2011,1/17/2013,1/26/2013,11/2/2012,,,read,1
16113791,"The Coincidence of Callie & Kayden (The Coincidence, #1)",Jessica Sorensen,"Sorensen, Jessica",,,,4,4.17,,Kindle Edition,283,2012,2012,1/22/2013,1/24/2013,12/18/2012,,,read,1
16301336,"Double Crossed: A Spies and Thieves Story (Gallagher Girls, #5.5; Heist Society, #2.5)",Ally Carter,"Carter, Ally",,1423187474,9.78E+12,4,4.22,Disney Hyperion,ebook,60,2013,2013,1/22/2013,1/22/2013,12/11/2012,,,read,1
8442457,Gone Girl,Gillian Flynn,"Flynn, Gillian",,,,0,4.1,Weidenfeld & Nicolson,Hardcover,399,2012,2012,,,1/20/2013,to-read,to-read (#130),to-read,0
85990,"Princess Academy (Princess Academy, #1)",Shannon Hale,"Hale, Shannon",,1599900734,9.78E+12,3,4.02,Bloomsbury Children's Books,Paperback,314,2007,2005,1/15/2013,1/17/2013,8/11/2011,,,read,1
11306586,Unpacking My Library: Writers and Their Books,Leah Price,"Price, Leah",,300170920,9.78E+12,0,3.56,Yale University Press,Hardcover,201,2011,2011,,,1/14/2013,to-read,to-read (#129),to-read,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin",,,4,4.28,Houghton Mifflin,Paperback,366,2002,1937,11/26/2012,1/8/2013,9/10/2010,,,read,1
9888775,Catching Jordan,Miranda Kenneally,"Kenneally, Miranda",,1402262272,9.78E+12,0,3.85,Sourcebooks Fire,Paperback,288,2012,2011,,,1/3/2013,to-read,to-read (#127),to-read,0
8113512,Poison,Bridget Zinn,"Zinn, Bridget",,1423139933,9.78E+12,0,3.93,Disney Hyperion,Hardcover,280,2013,2013,,,1/3/2013,to-read,to-read (#126),to-read,0
10594356,Going Vintage,Lindsey Leavitt,"Leavitt, Lindsey",,1599907879,9.78E+12,0,3.6,Bloomsbury,Hardcover,320,2013,2013,,,1/3/2013,to-read,to-read (#125),to-read,0
43529,The Au Pairs (The Au Pairs #1),Melissa de la Cruz,"Cruz, Melissa de la",,689873190,9.78E+12,0,3.65,Simon & Schuster Books for Young Readers,Paperback,294,2005,2004,,,1/3/2013,to-read,to-read (#124),to-read,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,1416975861,9.78E+12,0,4.32,Margaret K. McElderry Books,Hardcover,479,2010,2010,,,1/3/2013,to-read,to-read (#123),to-read,0
9439989,"Touch of Frost (Mythos Academy, #1)",Jennifer Estep,"Estep, Jennifer",,758266928,9.78E+12,0,3.95,Kensington -Teen,Paperback,350,2011,2011,,,1/3/2013,to-read,to-read (#122),to-read,0
12509783,Once Upon a Beanstalk,Kate Avery Ellison,"Ellison, Kate Avery",,,,3,3.51,,Kindle Edition,67,2011,2011,12/18/2012,1/2/2013,12/18/2012,,,read,1
16119691,"Impossible (With Me, #1)",Komal Kant,"Kant, Komal",,1482710625,9.78E+12,4,3.7,Createspace,Paperback,254,2012,2012,12/18/2012,12/18/2012,12/18/2012,,,read,1
16112452,Almost,Anne  Eliot,"Eliot, Anne",,,,0,3.8,Butterfly Books,Kindle Edition,366,2012,2012,,,12/17/2012,to-read,to-read (#121),to-read,0
16039703,"When Iâ€™m With You (The Jane Austen Academy Series, #3)",Cecilia Gray,"Gray, Cecilia",,,,0,3.9,"Gray Life, LLC",Kindle Edition,129,2012,2012,,,12/17/2012,to-read,to-read (#120),to-read,0
15705217,"So Into You (The Jane Austen Academy Series, #2)",Cecilia Gray,"Gray, Cecilia",,1938268024,9.78E+12,3,3.62,"Gray Life, LLC",ebook,125,2012,2012,12/14/2012,12/17/2012,12/14/2012,,,read,1
8331609,Alison Wonderland,Helen  Smith,"Smith, Helen",,956517005,9.78E+12,0,2.46,Tyger Books,Paperback,222,2010,1999,,,12/16/2012,to-read,to-read (#119),to-read,0
13596803,Awake (A Fairytale Trilogy #1),Jessica  Grey,"Grey, Jessica",,985039612,9.78E+12,0,3.67,Tall House Books,Paperback,306,2012,2012,,,12/14/2012,to-read,to-read (#118),to-read,0
13485642,"Fall For You (The Jane Austen Academy Series, #1)",Cecilia Gray,"Gray, Cecilia",,,9.78E+12,3,3.32,"Gray Life, LLC",ebook,175,2012,2012,12/13/2012,12/14/2012,12/14/2012,,,read,1
6411599,The Overnight Socialite,Bridie Clark,"Clark, Bridie",,1602860823,9.78E+12,3,3.44,Hachette Books,Hardcover,292,2009,2009,12/11/2012,12/13/2012,12/11/2012,,,read,1
12402192,"London Falling (The Rulefords, #1)",Emma Carr,"Carr, Emma",,,,3,3.52,,Kindle Edition,302,2011,2011,12/7/2012,12/10/2012,12/7/2012,,,read,1
16034254,The Boarding School Experiment,Emily  Evans,"Evans, Emily",,,,3,3.42,,Kindle Edition,213,2012,2012,12/6/2012,12/7/2012,12/7/2012,,,read,1
15783623,Unmaking Hunter Kennedy,Anne  Eliot,"Eliot, Anne",,,,3,3.81,"Butterfly Books, LLC",Kindle Edition,422,2012,2012,11/30/2012,12/4/2012,11/30/2012,,,read,1
16069137,Capitol Hell,Alicia M. Long,"Long, Alicia M.",Jayne J. Jones,159298536X,9.78E+12,0,3.1,Beaver's Pond Press,Paperback,323,2012,2012,,,11/30/2012,to-read,to-read (#117),to-read,0
13630071,"Sprite (Annabelle's Story, #1)",Leigh Michael,"Michael, Leigh",,1468184415,9.78E+12,0,3.73,CreateSpace,Paperback,161,2012,2012,,,11/30/2012,to-read,to-read (#116),to-read,0
6164083,I'm So Happy for You,Lucinda Rosenfeld,"Rosenfeld, Lucinda",,316044504,9.78E+12,0,2.74,Back Bay Books,Paperback,281,2009,2009,,,11/30/2012,to-read,to-read (#115),to-read,0
13125947,"Reached (Matched, #3)",Ally Condie,"Condie, Ally",,525423664,9.78E+12,4,3.55,Penguin,Hardcover,512,2012,2012,11/27/2012,11/30/2012,5/18/2012,,,read,1
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,62059939,9.78E+12,4,4.1,HarperTeen,Hardcover,336,2012,2012,11/18/2012,11/27/2012,11/18/2012,,,read,1
12924279,"Thumped (Bumped, #2)",Megan McCafferty,"McCafferty, Megan",,61962767,9.78E+12,3,3.37,Balzer + Bray,Hardcover,293,2012,2012,11/16/2012,11/17/2012,10/18/2012,,,read,1
7842288,"Beautiful Darkness (Caster Chronicles, #2)",Kami Garcia,"Garcia, Kami",Margaret Stohl,316077054,9.78E+12,4,3.83,"Little, Brown and Company",Hardcover,503,2010,2010,11/3/2012,11/16/2012,11/2/2012,,,read,1
6065331,Harry Potter & Imagination: The Way Between Two Worlds,Travis Prinzi,"Prinzi, Travis",,982238517,9.78E+12,0,4.46,"Winged Lion Press, LLC",Paperback,332,2008,2008,,,11/5/2012,to-read,to-read (#114),to-read,0
196549,"Secrets of My Hollywood Life (Secrets of My Hollywood Life, #1)",Jen Calonita,"Calonita, Jen",,316154431,9.78E+12,0,3.73,Poppy,Paperback,256,2007,2007,,,11/5/2012,to-read,to-read (#113),to-read,0
6304335,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,"Garcia, Kami",Margaret Stohl,316042676,9.78E+12,4,3.76,"Little, Brown and Company",Hardcover,563,2009,2009,10/31/2012,11/3/2012,10/31/2012,,,read,1
568646,"Learning to Play Gin (Cheating at Solitaire, #2)",Ally Carter,"Carter, Ally",,425211924,9.78E+12,0,3.65,Berkley Books,Paperback,288,2006,2006,,,11/2/2012,to-read,to-read (#112),to-read,0
214619,"Cheating at Solitaire (Cheating at Solitaire, #1)",Ally Carter,"Carter, Ally",,425205746,9.78E+12,0,3.56,Berkley Publishing Group,Paperback,264,2005,2005,,,11/2/2012,to-read,to-read (#111),to-read,0
7673292,"The Heroine's Bookshelf: Life Lessons, from Jane Austen to Laura Ingalls Wilder",Erin Blakemore,"Blakemore, Erin",,006195876X,9.78E+12,3,3.55,Harper,Hardcover,224,2010,2010,10/19/2012,10/26/2012,10/19/2012,,,read,1
10798416,The Statistical Probability of Love at First Sight,Jennifer E. Smith,"Smith, Jennifer E.",,316122386,9.78E+12,0,3.77,Poppy/Little Brown,Hardcover,236,2012,2012,,,10/31/2012,to-read,to-read (#110),to-read,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",David Thorpe,1408816032,9.78E+12,4,4.4,Bloomsbury Publishing,Hardcover,352,2011,2011,10/15/2012,10/19/2012,10/15/2012,,,read,1
7707538,"Sugar and Spice (L.A. Candy, #3)",Lauren Conrad,"Conrad, Lauren",,61767638,9.78E+12,0,3.52,HarperCollins,Paperback,288,2011,2010,,,10/18/2012,to-read,to-read (#108),to-read,0
6609864,"Sweet Little Lies (L.A. Candy, #2)",Lauren Conrad,"Conrad, Lauren",,61767603,9.78E+12,0,3.52,HarperCollins,Hardcover,309,2010,2010,,,10/18/2012,to-read,to-read (#107),to-read,0
4758093,"L.A. Candy (L.A. Candy, #1)",Lauren Conrad,"Conrad, Lauren",,61767581,9.78E+12,0,3.35,HarperCollins,Hardcover,326,2009,2009,,,10/18/2012,to-read,to-read (#106),to-read,0
12224817,The Year of the Gadfly,Jennifer   Miller,"Miller, Jennifer",,547548591,9.78E+12,0,3.47,Houghton Mifflin Harcourt,Hardcover,374,2012,2012,,,10/15/2012,to-read,to-read (#105),to-read,0
13615258,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,"Roth, Veronica",,006223742X,9.78E+12,3,4.13,Katherine Tegen Books ,ebook,43,2012,2012,10/15/2012,10/15/2012,10/15/2012,,,read,1
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,7442912,9.78E+12,4,4,HarperCollins Children's Books,Hardcover,525,2012,2012,10/9/2012,10/15/2012,10/9/2012,,,read,1
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,316228532,9.78E+12,3,3.3,"Little, Brown and Company",Hardcover,503,2012,2012,9/27/2012,10/11/2012,9/27/2012,,,read,1
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,1423140605,9.78E+12,4,4.46,Disney-Hyperion Books,Hardcover,586,2012,2012,10/2/2012,10/9/2012,3/5/2012,,,read,1
12729613,Her Best Friend's Brother,T.J. Dell,"Dell, T.J.",,,9.78E+12,0,3.55,CreateSpace Independent Publishing Platform,Paperback,256,2011,2011,,,10/5/2012,to-read,to-read (#104),to-read,0
13532186,Joseph Anton: A Memoir,Salman Rushdie,"Rushdie, Salman",,812992784,9.78E+12,0,3.6,Random House,Hardcover,636,2012,2012,,,10/5/2012,to-read,to-read (#103),to-read,0
9297774,"Eve (Eve, #1)",Anna Carey,"Carey, Anna",,62048503,9.78E+12,3,3.68,HarperCollins,Hardcover,336,2011,2011,9/25/2012,9/28/2012,10/19/2011,,,read,1
13499990,Over You ,Emma McLaughlin,"McLaughlin, Emma",Nicola Kraus,61720445,9.78E+12,4,3.38,HarperTeen,Hardcover,304,2012,2012,9/21/2012,9/25/2012,9/27/2012,,,read,1
15814165,Why Quantum Physicists Don't Get Fat: Inject Your Diet With Rocket Fuel (Volume 1),Gregory Kuhn,"Kuhn, Gregory",,1478156805,9.78E+12,4,3.53,Createspace Independent Publishing Platform,Paperback,194,2012,2012,9/14/2012,9/20/2012,9/14/2012,,,read,1
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,553381695,9.78E+12,0,4.41,Bantam,Paperback,969,2002,1998,,,9/13/2012,to-read,to-read (#102),to-read,0
11445880,"Midnight in Austenland (Austenland, #2)",Shannon Hale,"Hale, Shannon",,1608196259,9.78E+12,4,3.52,Bloomsbury USA,Hardcover,277,2012,2012,9/3/2012,9/5/2012,11/5/2011,,,read,1
10047589,Girls in White Dresses,Jennifer Close,"Close, Jennifer",,307596850,9.78E+12,3,3.15,Knopf,Hardcover,294,2011,2011,8/27/2012,9/3/2012,8/27/2012,,,read,1
11595593,Bewitching (Kendra Chronicles #2),Alex Flinn,"Flinn, Alex",,62024140,9.78E+12,4,3.94,HarperTeen,Hardcover,346,2012,2012,8/22/2012,8/23/2012,2/2/2012,,,read,1
769483,"Magyk (Septimus Heap, #1)",Angie Sage,"Sage, Angie",Mark Zug,60577312,9.78E+12,3,3.84,"Katherine Tegen, Harper Collins",Hardcover,564,2005,2005,8/10/2012,8/22/2012,10/26/2011,,,read,1
8205669,"Wicked Appetite (Lizzy & Diesel, #1)",Janet Evanovich,"Evanovich, Janet",,312652917,9.78E+12,0,3.77,St. Martin's Press,Hardcover,319,2010,2009,,,8/20/2012,to-read,to-read (#101),to-read,0
12275680,"Wicked Business (Lizzy & Diesel, #2)",Janet Evanovich,"Evanovich, Janet",,345527771,9.78E+12,0,3.81,Bantam ,Hardcover,299,2012,2012,,,8/19/2012,to-read,to-read (#100),to-read,0
12604973,Serpent's Kiss (The Beauchamp Family #2),Melissa de la Cruz,"Cruz, Melissa de la",,751547301,9.78E+12,4,3.6,Sphere,Paperback,384,2012,2012,8/16/2012,8/16/2012,8/10/2012,,,read,1
12410640,The Presidents Club: Inside the World's Most Exclusive Fraternity,Nancy Gibbs,"Gibbs, Nancy",Michael Duffy,1439127700,9.78E+12,0,4.15,Simon  Schuster,Hardcover,641,2012,2012,,,8/14/2012,to-read,to-read (#99),to-read,0
8113940,"Witches of East End (The Beauchamp Family, #1)",Melissa de la Cruz,"Cruz, Melissa de la",,,,4,3.52,Disney-Hyperion,Paperback,272,2011,2011,8/7/2012,8/10/2012,8/1/2012,,,read,1
9794437,"Crossed (Matched, #2)",Ally Condie,"Condie, Ally",,525423656,9.78E+12,4,3.52,Dutton Children's,Hardcover,367,2011,2011,8/2/2012,8/6/2012,5/18/2012,,,read,1
5899779,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Seth Grahame-Smith,"Grahame-Smith, Seth",Jane Austen,1594743347,9.78E+12,0,3.31,Quirk Classics,Paperback,320,2009,2009,,,8/7/2012,to-read,to-read (#98),to-read,0
7090785,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",Steve Hockensmith,"Hockensmith, Steve","Jane Austen, Patrick Arrasmith",1594744548,9.78E+12,0,3.49,Quirk Books,Paperback,287,2010,2007,,,8/7/2012,to-read,to-read (#97),to-read,0
10757749,Bunheads,Sophie Flack,"Flack, Sophie",,316126535,9.78E+12,0,3.73,Poppy,Hardcover,294,2011,2011,,,8/7/2012,to-read,to-read (#96),to-read,0
11559200,"Shadow of Night (All Souls, #2)",Deborah Harkness,"Harkness, Deborah",,670023485,9.78E+12,4,4.06,Viking Adult,Hardcover,584,2012,2012,7/18/2012,8/1/2012,1/10/2012,,,read,1
11374294,Bond Girl,Erin Duffy,"Duffy, Erin",,62065890,9.78E+12,0,3.57,William Morrow,Hardcover,290,2012,2012,,,7/18/2012,to-read,to-read (#94),to-read,0
9266804,"The Secret Sisterhood of Heartbreakers (The Secret Sisterhood of Heartbreakers, #1)",Lynn Weingarten,"Weingarten, Lynn",,61926183,9.78E+12,4,3.3,HarperTeen,Hardcover,337,2012,2011,7/17/2012,7/18/2012,12/21/2011,,,read,1
11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,"McGuire, Jamie",,,,0,4.05,Jamie McGuire,Kindle Edition,319,2011,2011,,,7/16/2012,to-read,to-read (#93),to-read,0
547918,"Bass Ackwards and Belly Up (Bass Ackwards and Belly Up, #1)",Elizabeth Craft,"Craft, Elizabeth",Sarah Fain,316057940,9.78E+12,0,3.69,Poppy,Paperback,400,2007,2006,,,7/16/2012,to-read,to-read (#92),to-read,0
402013,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,"Rennison, Louise",,60288140,9.78E+12,0,3.75,Harper Teen,Hardcover,247,2000,1999,,,7/16/2012,to-read,to-read (#91),to-read,0
4346365,"My Fair Godmother (My Fair Godmother, #1)",Janette Rallison,"Rallison, Janette",Cyril Laumonier,802797806,9.78E+12,0,3.93,Walker Childrens,Hardcover,320,2009,2009,,,7/16/2012,to-read,to-read (#90),to-read,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,553588486,9.78E+12,5,4.44,Bantam,Mass Market Paperback,835,2005,1996,3/28/2012,7/16/2012,8/11/2011,,,read,1
8519822,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",Michael Scott,"Scott, Michael",,385735359,9.78E+12,4,4.24,Delacorte Press,Hardcover,513,2012,2012,6/4/2012,7/2/2012,12/6/2011,,,read,1
13490638,Penelope,Rebecca Harrington,"Harrington, Rebecca",,030795031X,9.78E+12,0,2.68,Vintage,Paperback,274,2012,2012,,,6/21/2012,to-read,to-read (#89),to-read,0
12893742,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,"Riordan, Rick",,1423140575,9.78E+12,4,4.28,Hyperion Books,Hardcover,406,2012,2012,5/14/2012,5/21/2012,3/5/2012,,,read,1
6075580,Harry Potter's Bookshelf: The Great Books behind the Hogwarts Adventures,John Granger,"Granger, John",,425229793,9.78E+12,0,4.29,Berkley,Paperback,336,2009,2009,,,5/18/2012,to-read,to-read (#88),to-read,0
2213324,"Airhead (Airhead, #1)",Meg Cabot,"Cabot, Meg",,545040523,9.78E+12,0,3.77,Point,Hardcover,337,2008,2008,,,5/18/2012,to-read,to-read (#87),to-read,0
8492856,What Happened to Goodbye,Sarah Dessen,"Dessen, Sarah",,670012947,9.78E+12,0,3.95,Viking Juvenile,Hardcover,402,2011,2011,,,5/18/2012,to-read,to-read (#85),to-read,0
49465,Those Who Save Us,Jenna Blum,"Blum, Jenna",,156031663,9.78E+12,0,4.11,Harcourt Books,Paperback,479,2005,2004,,,5/18/2012,to-read,to-read (#84),to-read,0
7735333,"Matched (Matched, #1)",Ally Condie,"Condie, Ally",,525423648,9.78E+12,3,3.64,Dutton Books for Young Readers,Hardcover,369,2010,2010,5/14/2012,5/18/2012,2/1/2012,,,read,1
7095831,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,"Bacigalupi, Paolo",,316056219,9.78E+12,0,3.75,"Little, Brown Books for Young Readers",Hardcover,326,2010,2010,,,5/17/2012,to-read,to-read (#83),to-read,0
9659607,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,"Kagawa, Julie",,373210361,9.78E+12,0,4.18,Harlequin TEEN,Paperback,400,2011,2011,,,5/14/2012,to-read,to-read (#82),to-read,0
8685612,"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,"Kagawa, Julie",,373210183,9.78E+12,0,4.2,Harlequin Teen,Paperback,384,2011,2011,,,5/14/2012,to-read,to-read (#81),to-read,0
9961796,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,"Perkins, Stephanie",,,,4,3.93,Dutton Books,Hardcover,338,2011,2011,5/4/2012,5/9/2012,11/9/2011,,,read,1
8683812,The Paris Wife,Paula McLain,"McLain, Paula",,345521307,9.78E+12,4,3.82,Ballantine Books,Hardcover,314,2011,2011,5/2/2012,5/3/2012,4/21/2011,,,read,1
10594929,"Out of Oz (The Wicked Years, #4)",Gregory Maguire,"Maguire, Gregory",Douglas Smith,60548940,9.78E+12,0,3.85,William Morrow,Hardcover,568,2011,2011,,,9/22/2011,to-read,to-read (#80),to-read,0
6644117,"The Iron King (The Iron Fey, #1)",Julie Kagawa,"Kagawa, Julie",,373210086,9.78E+12,4,3.89,Harlequin Teen,Paperback,363,2010,2010,4/13/2012,5/2/2012,12/5/2011,,,read,1
87626,Confessions of a Not It Girl,Melissa Kantor,"Kantor, Melissa",,786818085,9.78E+12,3,3.6,Hyperion Books for Children,Paperback,247,2006,2004,4/9/2012,4/12/2012,1/24/2012,,,read,1
11563110,"Hallowed (Unearthly, #2)",Cynthia Hand,"Hand, Cynthia",,61996181,9.78E+12,3,4.09,HarperTeen,Hardcover,403,2012,2012,4/3/2012,4/9/2012,3/24/2012,,,read,1
12875436,"Anew (The Archers of Avalon, #1)",Chelsea Fine,"Fine, Chelsea",,1935089498,9.78E+12,0,3.91,Firefall Publishing,Paperback,385,2011,2011,,,3/28/2012,to-read,to-read (#79),to-read,0
11454587,"Spell Bound (Hex Hall, #3)",Rachel Hawkins,"Hawkins, Rachel",R. Khokins,1423121325,9.78E+12,4,4.06,Hyperion Book CH,Hardcover,327,2012,2012,3/24/2012,3/28/2012,12/2/2011,,,read,1
13454788,Kissed in Paris (Paris Romance #2),Juliette Sobanet,"Sobanet, Juliette",,,,3,3.62,,Kindle Edition,307,2012,2012,3/11/2012,3/18/2012,3/11/2012,,,read,1
7245329,"The Candidates (Delcroix Academy, #1)",Inara Scott,"Scott, Inara",,1423116364,9.78E+12,3,3.6,Hyperion Book CH,Hardcover,293,2010,2010,3/9/2012,3/15/2012,3/9/2012,,,read,1
10560331,"Out of Sight, Out of Time (Gallagher Girls, #5)",Ally Carter,"Carter, Ally",,1423147944,9.78E+12,4,4.33,Hyperion Book CH,Hardcover,294,2012,2012,3/19/2012,3/24/2012,11/1/2011,,,read,1
7488244,"Unearthly (Unearthly, #1)",Cynthia Hand,"Hand, Cynthia",,61996165,9.78E+12,4,4.01,HarperTeen,Hardcover,435,2011,2011,3/19/2012,3/23/2012,8/11/2011,,,read,1
10778413,"The Fire (Witch & Wizard, #3)",James Patterson,"Patterson, James",Jill Dembowski,316101907,9.78E+12,3,3.86,jimmy patterson,Hardcover,336,2011,2011,3/2/2012,3/10/2012,2/21/2012,,,read,1
12864292,Sleeping with Paris (Paris Romance #1),Juliette Sobanet,"Sobanet, Juliette",,,,3,3.49,,Kindle Edition,321,2011,2011,3/6/2012,3/9/2012,3/6/2012,,,read,1
12092005,"Pride & Popularity (The Jane Austen Diaries, #1)",Jenni James,"James, Jenni",,983829306,9.78E+12,0,3.84,Brigham Distributing,Paperback,240,2011,2011,,,3/5/2012,to-read,to-read (#78),to-read,0
7271563,"Northanger Alibi (The Jane Austen Diaries, #2)",Jenni James,"James, Jenni",,983829314,9.78E+12,0,3.71,Walnut Springs/Inkberry Press,Paperback,254,2012,2010,,,3/5/2012,to-read,to-read (#77),to-read,0
8517207,"Bumped (Bumped, #1)",Megan McCafferty,"McCafferty, Megan",,61962740,9.78E+12,3,3.12,Balzer + Bray,Hardcover,326,2011,2011,2/27/2012,3/5/2012,1/20/2012,,,read,1
7646805,"The Gift (Witch & Wizard, #2)",James Patterson,"Patterson, James",Ned Rust,1846054761,9.78E+12,3,3.78,,Paperback,333,2010,2010,2/23/2012,3/1/2012,2/21/2012,,,read,1
11745238,Chasing Mona Lisa,Tricia Goyer,"Goyer, Tricia",Mike Yorkey,800720466,9.78E+12,0,3.54,Fleming H. Revell Company,Paperback,322,2012,2012,,,2/27/2012,to-read,to-read (#76),to-read,0
10750896,"Look, I Made a Hat: Collected Lyrics, 1981-2011, With Attendant Comments, Amplifications, Dogmas, Harangues, Digressions, Anecdotes, and Miscellany",Stephen Sondheim,"Sondheim, Stephen",,030759341X,9.78E+12,0,4.56,Knopf,Hardcover,453,2011,2011,,,2/23/2012,to-read,to-read (#75),to-read,0
7769406,"Finishing the Hat: Collected Lyrics, 1954-1981, With Attendant Comments, Principles, Heresies, Grudges, Whines, and Anecdotes",Stephen Sondheim,"Sondheim, Stephen",,679439072,9.78E+12,0,4.52,Knopf,Hardcover,421,2010,2009,,,2/23/2012,to-read,to-read (#74),to-read,0
12266205,How to Eat a Cupcake,Meg Donohue,"Donohue, Meg",,62069284,9.78E+12,0,3.51,William Morrow Paperbacks,Paperback,309,2012,2012,,,2/23/2012,to-read,to-read (#73),to-read,0
12063158,"Witch & Wizard (Witch & Wizard, #1)",James Patterson,"Patterson, James",,,9.78E+12,3,3.55,"Little, Brown and Company",Paperback,314,2010,2009,2/20/2012,2/22/2012,2/21/2012,,,read,1
6697,Little Altars Everywhere,Rebecca Wells,"Wells, Rebecca",,60759968,9.78E+12,0,3.58,Harper Perennial,Paperback,288,2005,1992,,,2/21/2012,to-read,to-read (#72),to-read,0
137791,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,"Wells, Rebecca",,006075995X,9.78E+12,4,3.84,Harper Perennial,Paperback,383,2004,1996,2/14/2012,2/20/2012,2/21/2012,,,read,1
7490773,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz ZafÃ³n,"ZafÃ³n, Carlos Ruiz",,,,5,4.28,Penguin(Non-Classics),Paperback,487,2005,2001,1/24/2012,2/14/2012,12/21/2011,,,read,1
542592,How to Be Single,Liz Tuccillo,"Tuccillo, Liz",,1416534121,9.78E+12,0,3.21,Atria Books,Paperback,404,2008,2008,,,2/13/2012,to-read,to-read (#71),to-read,0
12122542,The House I Loved,Tatiana de Rosnay,"Rosnay, Tatiana de",,312593309,9.78E+12,3,3.11,St. Martin's Press,Hardcover,222,2012,2011,1/16/2012,1/24/2012,1/10/2012,,,read,1
6342491,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,1423118235,9.78E+12,0,4.14,Hyperion Books,Hardcover,506,2009,2009,,,1/20/2012,to-read,to-read (#70),to-read,0
8535464,"The Geeks Shall Inherit the Earth: Popularity, Quirk Theory and Why Outsiders Thrive After High School",Alexandra Robbins,"Robbins, Alexandra",,1401302025,9.78E+12,0,3.6,Hachette Books,Hardcover,448,2009,2009,,,1/19/2012,to-read,to-read (#69),to-read,0
3047850,"Wicked (Pretty Little Liars, #5)",Sara Shepard,"Shepard, Sara",,006156608X,9.78E+12,4,3.98,HarperTeen,Library Binding,312,2008,2008,9/16/2011,1/18/2012,9/16/2011,,,read,1
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,670022411,9.78E+12,4,4.01,Viking Penguin,Hardcover,579,2011,2011,1/3/2012,1/15/2012,8/11/2011,,,read,1
6451452,Harry Potter and International Relations,Daniel H. Nexon,"Nexon, Daniel H.",Iver B. Neumann,074253958X,9.78E+12,3,4.28,Rowman & Littlefield Publishers,Hardcover,224,2006,2006,8/1/2011,8/12/2011,7/27/2011,,,read,1
1918305,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Eric    Weiner,"Weiner, Eric",,446580260,9.78E+12,0,3.83,Twelve,Paperback,335,2008,2008,,,12/24/2011,to-read,to-read (#68),to-read,0
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,192076920X,9.78E+12,0,4.25,Scribe,Paperback,936,2004,2003,,,12/24/2011,to-read,to-read (#67),to-read,0
