gid,award_rank,award_votes,award_category,award_year,pages,date_published
25630085,16,1434,History & Biography,2015,306,2015-09-22
22537682,17,1337,History & Biography,2015,353,2015-02-03
22856189,18,1205,History & Biography,2015,304,2015-04-28
24602886,19,1108,History & Biography,2015,274,2015-10-20
22693222,20,897,History & Biography,2015,281,2015-04-07
23014804,1,8097,Science & Technology,2015,264,2015-03-24
22856166,2,7744,Science & Technology,2015,288,2015-04-07
23615703,3,7712,Science & Technology,2015,304,2015-08-04
23214337,4,7640,Science & Technology,2015,310,2014-07-07
22609341,5,7492,Science & Technology,2015,400,2015-03-03
25541028,6,7025,Science & Technology,2015,400,2015-05-19
22609348,7,6815,Science & Technology,2015,320,2015-03-10
24972194,8,6135,Science & Technology,2015,397,2015-04-28
22875118,9,5159,Science & Technology,2015,320,2015-04-28
23013953,10,5082,Science & Technology,2015,273,2015-04-10
23398715,11,1898,Science & Technology,2015,296,2015-06-16
22320456,12,1689,Science & Technology,2015,461,2015-07-14
22318382,13,1467,Science & Technology,2015,464,2015-03-24
22609485,14,1396,Science & Technology,2015,261,2015-05-12
22522293,15,1231,Science & Technology,2015,409,2015-01-27
22609444,16,890,Science & Technology,2015,336,2015-02-03
22318398,17,797,Science & Technology,2015,393,2015-02-24
20518979,18,770,Science & Technology,2015,240,2014-12-02
22514020,19,731,Science & Technology,2015,477,2015-08-25
22822881,20,646,Science & Technology,2015,355,2015-04-21
24903909,1,12063,Food & Cookbooks,2015,400,2015-10-20
25434355,2,11288,Food & Cookbooks,2015,256,2015-11-03
22217718,3,8352,Food & Cookbooks,2015,208,2015-01-06
22716562,4,6921,Food & Cookbooks,2015,272,2015-04-07
20590683,5,6744,Food & Cookbooks,2015,352,2015-03-03
23453036,6,6179,Food & Cookbooks,2015,432,2015-04-21
24477075,7,6170,Food & Cookbooks,2015,472,2015-03-01
20484545,8,6141,Food & Cookbooks,2015,240,2015-01-06
22609354,9,5568,Food & Cookbooks,2015,259,2015-05-05
20862694,10,5536,Food & Cookbooks,2015,320,2014-12-02
22609287,11,2678,Food & Cookbooks,2015,256,2015-03-03
22716561,12,2405,Food & Cookbooks,2015,224,2015-04-07
23258002,13,2184,Food & Cookbooks,2015,256,2015-05-19
22529434,14,2047,Food & Cookbooks,2015,320,2015-04-07
18796085,15,1913,Food & Cookbooks,2015,256,2014-12-30
23316499,16,1651,Food & Cookbooks,2015,336,2015-05-04
24861842,17,1174,Food & Cookbooks,2015,960,2015-09-21
22299976,18,1111,Food & Cookbooks,2015,320,2014-12-02
24388414,19,918,Food & Cookbooks,2015,352,2015-09-29
22511157,20,730,Food & Cookbooks,2015,320,2015-02-03
23093367,1,18578,Graphic Novels & Comics,2015,152,2014-12-17
23131088,2,17471,Graphic Novels & Comics,2015,266,2015-05-12
22716573,3,13751,Graphic Novels & Comics,2015,192,2015-03-17
23017947,4,12029,Graphic Novels & Comics,2015,136,2015-04-07
23546848,5,10046,Graphic Novels & Comics,2015,136,2015-05-26
22554204,6,8529,Graphic Novels & Comics,2015,128,2015-04-07
23294727,7,7898,Graphic Novels & Comics,2015,128,2015-01-06
23848561,8,7453,Graphic Novels & Comics,2015,168,2015-09-15
22822839,9,6050,Graphic Novels & Comics,2015,317,2015-04-21
22237290,10,4555,Graphic Novels & Comics,2015,160,2015-08-18
23012877,11,2383,Graphic Novels & Comics,2015,128,2015-05-06
23228585,12,2356,Graphic Novels & Comics,2015,128,2015-02-25
18310944,13,2001,Graphic Novels & Comics,2015,224,2015-11-10
25898265,14,1980,Graphic Novels & Comics,2015,182,2015-09-22
24666002,15,1939,Graphic Novels & Comics,2015,200,2015-07-01
21535713,16,1833,Graphic Novels & Comics,2015,108,2014-12-02
23732096,17,1537,Graphic Novels & Comics,2015,128,2015-09-01
22504701,18,1238,Graphic Novels & Comics,2015,240,2015-03-10
22487952,19,1229,Graphic Novels & Comics,2015,192,2015-01-20
22040598,20,1001,Graphic Novels & Comics,2015,488,2015-02-03
25784766,1,8725,Poetry,2015,90,2015-06-24
25330489,2,7517,Poetry,2015,256,2015-10-06
25241872,3,7328,Poetry,2015,128,2015-10-06
25384844,4,6016,Poetry,2015,272,2015-04-02
25144676,5,5269,Poetry,2015,214,2015-03-01
23627418,6,5199,Poetry,2015,274,2014-11-18
23705600,7,3196,Poetry,2015,102,2015-01-07
25052044,8,3175,Poetry,2015,NA,NA
23522212,9,3174,Poetry,2015,112,2015-04-07
21936830,10,2771,Poetry,2015,128,2015-04-07
21532793,11,1392,Poetry,2015,49,2015-04-28
24611522,12,1350,Poetry,2015,85,2015-10-13
22571682,13,1325,Poetry,2015,112,2015-03-31
23333016,14,1208,Poetry,2015,120,2015-03-15
24611612,15,1021,Poetry,2015,144,2015-10-20
23678552,16,631,Poetry,2015,124,2014-11-18
25410663,17,575,Poetry,2015,NA,NA
23129928,18,506,Poetry,2015,764,2015-04-14
23526332,19,416,Poetry,2015,82,NA
24924948,20,235,Poetry,2015,91,2015-02-14
22328546,1,46698,Debut Goodreads Author,2015,383,2015-02-10
20560137,2,23753,Debut Goodreads Author,2015,446,2015-04-28
19547856,3,12991,Debut Goodreads Author,2015,303,2015-04-07
18692431,4,11925,Debut Goodreads Author,2015,306,2015-09-01
23507745,5,9189,Debut Goodreads Author,2015,293,2015-07-14
22609317,6,8121,Debut Goodreads Author,2015,352,2015-05-12
23209971,7,7667,Debut Goodreads Author,2015,320,2015-05-12
24908399,8,6823,Debut Goodreads Author,2015,NA,NA
22328549,9,6579,Debut Goodreads Author,2015,320,2015-02-10
25413371,10,5481,Debut Goodreads Author,2015,482,2015-07-07
24128264,11,2824,Debut Goodreads Author,2015,478,2015-01-10
22217702,12,2770,Debut Goodreads Author,2015,466,2015-01-06
22875103,13,2395,Debut Goodreads Author,2015,304,2015-04-14
25687508,14,2322,Debut Goodreads Author,2015,350,2015-07-10
22859573,15,1864,Debut Goodreads Author,2015,352,2015-04-07
23281919,16,1803,Debut Goodreads Author,2015,292,2015-06-02
23363928,17,1670,Debut Goodreads Author,2015,390,2015-06-16
17661416,18,1226,Debut Goodreads Author,2015,428,2015-05-19
23016075,19,1060,Debut Goodreads Author,2015,288,2015-01-26
22749796,20,789,Debut Goodreads Author,2015,320,2015-05-26
18460392,1,31978,Young Adult Fiction,2015,378,2015-01-06
20698530,2,26274,Young Adult Fiction,2015,337,2015-05-26
23009402,3,16217,Young Adult Fiction,2015,417,2015-05-05
18879761,4,16186,Young Adult Fiction,2015,270,2015-01-27
19547856,5,15100,Young Adult Fiction,2015,303,2015-04-07
18692431,6,11542,Young Adult Fiction,2015,306,2015-09-01
23305614,7,10109,Young Adult Fiction,2015,286,2015-06-09
23492282,8,8493,Young Adult Fiction,2015,496,2015-05-26
25452125,9,7977,Young Adult Fiction,2015,338,2015-02-24
21921204,10,7498,Young Adult Fiction,2015,352,2015-03-03
22328549,11,3764,Young Adult Fiction,2015,320,2015-02-10
17661416,12,3653,Young Adult Fiction,2015,428,2015-05-19
24885704,13,3009,Young Adult Fiction,2015,336,2015-08-25
21469068,14,2972,Young Adult Fiction,2015,388,2015-02-03
23341894,15,2907,Young Adult Fiction,2015,358,2015-06-16
17285330,16,2701,Young Adult Fiction,2015,386,2015-02-10
19542841,17,2537,Young Adult Fiction,2015,293,2015-06-02
18304322,18,2471,Young Adult Fiction,2015,371,2015-09-15
18660447,19,1983,Young Adult Fiction,2015,343,2015-05-05
21853636,20,1446,Young Adult Fiction,2015,321,2015-04-14
18006496,1,35770,Young Adult Fantasy,2015,648,2015-09-01
23734628,2,29569,Young Adult Fantasy,2015,522,2015-10-06
13206900,3,28418,Young Adult Fantasy,2015,827,2015-11-10
22328546,4,27915,Young Adult Fantasy,2015,383,2015-02-10
23019291,5,26005,Young Adult Fantasy,2015,342,2015-05-05
16096824,6,18272,Young Adult Fantasy,2015,419,2015-05-05
22544764,7,17315,Young Adult Fantasy,2015,435,2015-05-19
15704459,8,15602,Young Adult Fantasy,2015,416,2015-01-06
23437156,9,14219,Young Adult Fantasy,2015,465,2015-09-29
20560137,10,10783,Young Adult Fantasy,2015,446,2015-04-28
18798983,11,4837,Young Adult Fantasy,2015,404,2015-05-12
24120519,12,4679,Young Adult Fantasy,2015,458,2015-09-22
18748007,13,4295,Young Adult Fantasy,2015,303,2015-01-06
8709528,14,3781,Young Adult Fantasy,2015,348,2015-02-10
21469060,15,2764,Young Adult Fantasy,2015,402,2015-03-03
21569527,16,1998,Young Adult Fantasy,2015,473,2015-07-07
23901077,17,1947,Young Adult Fantasy,2015,435,2015-05-12
20958632,18,1626,Young Adult Fantasy,2015,336,2015-01-13
20821149,19,1488,Young Adult Fantasy,2015,407,2014-12-09
23395680,20,1377,Young Adult Fantasy,2015,602,2015-10-20
15724396,1,43363,Middle Grade & Children's,2015,499,2015-10-06
18004320,2,10949,Middle Grade & Children's,2015,655,2015-07-21
23657459,3,10333,Middle Grade & Children's,2015,422,2015-07-07
23507745,4,10320,Middle Grade & Children's,2015,293,2015-07-14
24612624,5,7581,Middle Grade & Children's,2015,208,2015-08-25
23197620,6,7540,Middle Grade & Children's,2015,311,2015-05-05
23399197,7,6042,Middle Grade & Children's,2015,192,2015-05-26
24396876,8,5994,Middle Grade & Children's,2015,352,2015-09-22
20912424,9,5299,Middle Grade & Children's,2015,316,2015-01-08
22402972,10,5098,Middle Grade & Children's,2015,288,2015-02-05
22693811,11,2522,Middle Grade & Children's,2015,339,2015-03-24
23615709,12,2470,Middle Grade & Children's,2015,289,2015-08-04
22749539,13,2425,Middle Grade & Children's,2015,587,2015-02-24
20759572,14,1938,Middle Grade & Children's,2015,470,2014-11-18
23566909,15,1901,Middle Grade & Children's,2015,640,2015-09-15
22571259,16,1774,Middle Grade & Children's,2015,240,2015-01-27
13612962,17,1621,Middle Grade & Children's,2015,264,2015-09-01
18114578,18,1502,Middle Grade & Children's,2015,188,2015-03-31
23310699,19,1447,Middle Grade & Children's,2015,256,2015-09-22
24397043,20,1171,Middle Grade & Children's,2015,385,2015-09-15
23310161,1,16011,Picture Books,2015,48,2015-08-18
21469062,2,11810,Picture Books,2015,40,2015-01-20
23341903,3,11267,Picture Books,2015,64,2015-06-02
24968109,4,11151,Picture Books,2015,48,2015-07-28
23604390,5,7497,Picture Books,2015,40,2015-06-30
20663085,6,6834,Picture Books,2015,32,2014-12-02
22635853,7,6582,Picture Books,2015,32,2015-03-03
22249668,8,6358,Picture Books,2015,40,2015-02-03
22484277,9,5832,Picture Books,2015,34,2015-03-31
22750286,10,5375,Picture Books,2015,32,2015-03-01
20307024,11,2409,Picture Books,2015,40,2015-02-17
22747803,12,2369,Picture Books,2015,48,2015-03-10
22926713,13,2008,Picture Books,2015,32,2015-05-12
22521973,14,1924,Picture Books,2015,32,2015-01-08
23395099,15,1807,Picture Books,2015,34,2015-06-09
22875394,16,1781,Picture Books,2015,40,2015-05-05
14823980,17,1177,Picture Books,2015,44,2015-01-27
22934455,18,1099,Picture Books,2015,32,2015-05-05
23309640,19,1083,Picture Books,2015,48,2015-06-09
23735067,20,660,Picture Books,2015,32,2015-09-01
26247008,1,30154,Fiction,2016,415,2016-07-26
26114135,2,27917,Fiction,2016,346,2016-08-09
26893819,3,27595,Fiction,2016,355,2016-06-14
25781157,4,24848,Fiction,2016,368,2016-03-22
28587957,5,23912,Fiction,2016,480,2016-10-11
25852870,6,17304,Fiction,2016,492,2016-04-19
28214365,7,15626,Fiction,2016,322,2016-09-13
27276262,8,15121,Fiction,2016,307,2016-06-07
25893709,9,13786,Fiction,2016,193,2016-01-12
25810500,10,10343,Fiction,2016,325,2016-03-08
27213163,11,4727,Fiction,2016,177,2016-08-09
28116847,12,4617,Fiction,2016,592,2016-09-06
27068575,13,4239,Fiction,2016,477,2016-05-03
28251002,14,3645,Fiction,2016,640,2016-08-30
25688974,15,2303,Fiction,2016,326,2016-03-15
25810398,16,2134,Fiction,2016,NA,NA
30008702,17,1808,Fiction,2016,208,2016-09-13
31246481,18,1273,Fiction,2016,NA,NA
26114523,19,1201,Fiction,2016,310,2016-07-26
29776246,20,1020,Fiction,2016,370,2016-04-05
25526965,1,42382,Mystery & Thriller,2016,432,2016-06-07
28220985,2,23038,Mystery & Thriller,2016,389,2016-08-30
28187230,3,21621,Mystery & Thriller,2016,341,2016-07-19
25337081,4,20475,Mystery & Thriller,2016,388,2016-02-02
29437949,5,18764,Mystery & Thriller,2016,293,2016-08-09
26245850,6,17496,Mystery & Thriller,2016,391,2016-05-31
29430013,7,17201,Mystery & Thriller,2016,449,2016-10-04
27276324,8,16683,Mystery & Thriller,2016,371,2016-06-28
26109394,9,15308,Mystery & Thriller,2016,387,2016-03-22
28815474,10,13620,Mystery & Thriller,2016,308,2016-08-23
26245853,11,5801,Mystery & Thriller,2016,644,2016-04-26
27213121,12,5477,Mystery & Thriller,2016,528,2016-07-12
25734248,13,4706,Mystery & Thriller,2016,324,2016-02-16
27276292,14,2938,Mystery & Thriller,2016,296,2016-09-27
28721136,15,2846,Mystery & Thriller,2016,394,2016-02-12
28374062,16,2191,Mystery & Thriller,2016,461,2016-09-20
28090846,17,1930,Mystery & Thriller,2016,352,2016-06-14
30221492,18,1911,Mystery & Thriller,2016,392,2016-05-20
28503798,19,1261,Mystery & Thriller,2016,368,2016-10-04
26883206,20,941,Mystery & Thriller,2016,417,2016-05-03
30555488,1,24175,Historical Fiction,2016,306,2016-08-02
25893693,2,23991,Historical Fiction,2016,487,2016-04-05
25817162,3,16608,Historical Fiction,2016,606,2016-03-01
29430012,4,15260,Historical Fiction,2016,462,2016-09-06
28449257,5,15193,Historical Fiction,2016,291,2016-09-20
27071490,6,15016,Historical Fiction,2016,320,2016-06-07
28251813,7,13209,Historical Fiction,2016,556,2016-08-09
25776122,8,13142,Historical Fiction,2016,481,2016-03-22
25279165,9,10579,Historical Fiction,2016,368,2016-01-26
17912498,10,6241,Historical Fiction,2016,561,2016-02-02
28363972,11,4501,Historical Fiction,2016,371,2016-08-16
25577005,12,3861,Historical Fiction,2016,395,2016-03-01
27917957,13,3603,Historical Fiction,2016,417,2016-08-02
25813937,14,3416,Historical Fiction,2016,365,2016-04-05
25666046,15,2278,Historical Fiction,2016,255,2016-03-15
25817493,16,1936,Historical Fiction,2016,209,2016-10-04
27876415,17,1727,Historical Fiction,2016,473,2016-05-31
25894024,18,1562,Historical Fiction,2016,384,2016-05-01
25763894,19,1429,Historical Fiction,2016,400,2016-02-23
25663717,20,1387,Historical Fiction,2016,290,2016-03-08
29056083,1,128543,Fantasy,2016,343,2016-07-31
20764879,2,38615,Fantasy,2016,512,2016-02-23
24019186,3,28982,Fantasy,2016,447,2016-01-26
12444298,4,16412,Fantasy,2016,436,2016-01-19
25776210,5,14798,Fantasy,2016,342,2016-03-08
25372801,6,13753,Fantasy,2016,313,2016-01-26
17333174,7,13346,Fantasy,2016,328,2016-09-20
29008738,8,12739,Fantasy,2016,328,2016-05-06
22062202,9,10114,Fantasy,2016,399,2016-03-08
26114340,10,8924,Fantasy,2016,342,2016-06-28
26228034,11,4987,Fantasy,2016,410,2016-08-18
24885533,12,4952,Fantasy,2016,453,2016-03-08
26863057,13,4870,Fantasy,2016,432,2016-06-28
16280689,14,3354,Fantasy,2016,310,2016-01-26
25695756,15,3208,Fantasy,2016,583,2016-06-14
25526296,16,1986,Fantasy,2016,173,2016-04-05
27154427,17,1613,Fantasy,2016,656,2016-06-02
29627784,18,1497,Fantasy,2016,270,2016-04-05
29467232,19,1246,Fantasy,2016,704,2016-10-25
23909755,20,713,Fantasy,2016,484,2016-01-26
27276318,1,59546,Romance,2016,376,2016-08-02
24035804,2,44591,Romance,2016,765,2016-03-19
26236956,3,27445,Romance,2016,453,2016-04-12
25293695,4,25473,Romance,2016,508,2016-04-05
17876897,5,19423,Romance,2016,464,2016-04-05
25657772,6,18617,Romance,2016,375,2016-03-29
25810368,7,17124,Romance,2016,352,2016-02-02
29508471,8,13335,Romance,2016,364,2016-04-04
27213238,9,10489,Romance,2016,365,2016-08-09
32572872,10,9813,Romance,2016,386,2016-10-11
28524443,11,7210,Romance,2016,360,2016-01-11
29852207,12,6795,Romance,2016,672,2016-03-01
27158834,13,5262,Romance,2016,726,2016-06-21
25611416,14,4916,Romance,2016,304,2016-01-25
29382691,15,4586,Romance,2016,NA,NA
26252659,16,4178,Romance,2016,235,2016-01-06
27083865,17,3524,Romance,2016,280,2016-02-03
32766597,18,1876,Romance,2016,371,2016-10-18
31345271,19,1806,Romance,2016,NA,NA
31154244,20,1704,Romance,2016,300,2016-10-25
18966806,1,45353,Science Fiction,2016,524,2016-02-09
27833670,2,31389,Science Fiction,2016,342,2016-07-26
25733885,3,17405,Science Fiction,2016,332,2016-05-03
25859268,4,14139,Science Fiction,2016,377,2016-06-30
25790952,5,13673,Science Fiction,2016,498,2016-04-11
25733990,6,13178,Science Fiction,2016,320,2016-04-26
27245997,7,11353,Science Fiction,2016,304,2016-07-12
26308512,8,8216,Science Fiction,2016,397,2016-05-19
23208397,9,7098,Science Fiction,2016,336,2016-07-05
25430566,10,6739,Science Fiction,2016,498,2016-10-04
25814184,11,2905,Science Fiction,2016,344,2016-02-02
25451264,12,2695,Science Fiction,2016,604,2016-09-20
31667137,13,1659,Science Fiction,2016,228,2016-06-10
26114545,14,1475,Science Fiction,2016,432,2016-05-10
29475447,15,1391,Science Fiction,2016,365,2016-10-20
25828674,16,1267,Science Fiction,2016,337,2016-01-12
28439513,17,1108,Science Fiction,2016,704,2016-09-27
25329437,18,936,Science Fiction,2016,490,2016-03-11
27276118,19,552,Science Fiction,2016,319,2016-06-14
30806103,20,400,Science Fiction,2016,306,2016-06-23
25816688,1,23289,Horror,2016,752,2016-05-17
27383717,2,21871,Horror,2016,276,2016-06-01
26891429,3,20722,Horror,2016,602,2016-05-24
27276336,4,17421,Horror,2016,342,2016-06-07
23629836,5,6779,Horror,2016,303,2016-05-03
26118005,6,6678,Horror,2016,330,2016-05-17
26030697,7,6147,Horror,2016,486,2016-04-05
25142937,8,5881,Horror,2016,372,2016-02-16
25930352,9,5042,Horror,2016,NA,NA
32593030,10,3402,Horror,2016,NA,NA
23719481,11,2909,Horror,2016,322,2016-01-05
26154355,12,2699,Horror,2016,384,2016-03-29
26883558,13,2554,Horror,2016,149,2016-02-16
24997064,14,1936,Horror,2016,352,2016-06-23
21400082,15,1677,Horror,2016,536,2016-04-26
27276237,16,1203,Horror,2016,307,2016-08-02
29104144,17,1114,Horror,2016,NA,NA
32198636,18,1042,Horror,2016,306,2016-07-15
28765598,19,762,Horror,2016,336,2016-03-03
27064358,20,584,Horror,2016,327,2016-06-21
29405093,1,41080,Humor,2016,323,2016-08-16
29868610,2,23353,Humor,2016,275,2016-11-15
29429875,3,19166,Humor,2016,259,2016-09-13
26895155,4,15148,Humor,2016,255,2016-04-05
29496435,5,11647,Humor,2016,320,2016-10-04
27276226,6,10521,Humor,2016,256,2016-07-19
28696602,7,8701,Humor,2016,241,2016-09-13
30613790,8,6926,Humor,2016,224,2016-11-03
28686959,9,6457,Humor,2016,240,2016-09-20
25817690,10,5794,Humor,2016,309,2016-04-05
26890698,11,2917,Humor,2016,256,2016-06-14
27171845,12,2859,Humor,2016,307,2016-07-05
27245977,13,2436,Humor,2016,288,2016-07-12
27170141,14,2333,Humor,2016,291,2016-07-12
25814361,15,2115,Humor,2016,240,2016-04-12
25666058,16,1842,Humor,2016,338,2016-03-08
25817261,17,1427,Humor,2016,272,2016-04-26
25111121,18,1127,Humor,2016,194,2016-01-05
29093310,19,1011,Humor,2016,256,2016-09-06
31188362,20,508,Humor,2016,320,2016-10-20
26200563,1,52925,Nonfiction,2016,285,2016-04-12
24331386,2,15324,Nonfiction,2016,522,2016-05-31
25816707,3,11636,Nonfiction,2016,303,2016-03-29
27883209,4,9056,Nonfiction,2016,410,2016-08-09
25852784,5,8242,Nonfiction,2016,418,2016-03-01
25667449,6,7733,Nonfiction,2016,336,2016-03-01
27068734,7,6425,Nonfiction,2016,262,2016-06-07
27833614,8,6353,Nonfiction,2016,464,2016-01-19
25614523,9,6349,Nonfiction,2016,326,2016-02-02
26114477,10,5876,Nonfiction,2016,272,2016-05-31
25814485,11,3068,Nonfiction,2016,320,2016-05-03
28119237,12,2902,Nonfiction,2016,192,2016-05-24
26792284,13,2664,Nonfiction,2016,368,2016-05-03
25814413,14,2218,Nonfiction,2016,241,2016-02-09
27036528,15,2037,Nonfiction,2016,226,2016-06-14
25733966,16,1999,Nonfiction,2016,400,2016-03-08
25744928,17,1289,Nonfiction,2016,296,2016-01-05
29502379,18,823,Nonfiction,2016,267,2016-10-04
28505023,19,810,Nonfiction,2016,226,2016-08-02
25779641,20,668,Nonfiction,2016,328,2016-03-15
25614898,1,26085,Memoir & Autobiography,2016,229,2016-01-12
25330544,2,18412,Memoir & Autobiography,2016,262,2016-01-12
26074224,3,14124,Memoir & Autobiography,2016,290,2016-04-05
31845516,4,13501,Memoir & Autobiography,2016,272,2016-09-06
29072594,5,12308,Memoir & Autobiography,2016,528,2016-09-27
25733983,6,11621,Memoir & Autobiography,2016,290,2016-04-05
27161156,7,11470,Memoir & Autobiography,2016,257,2016-06-28
16130440,8,11030,Memoir & Autobiography,2016,432,2016-10-11
28218973,9,8129,Memoir & Autobiography,2016,256,2016-10-18
29340182,10,8011,Memoir & Autobiography,2016,260,2016-05-17
25937937,11,4119,Memoir & Autobiography,2016,305,2016-02-15
25111005,12,3731,Memoir & Autobiography,2016,261,2016-01-05
25802615,13,3701,Memoir & Autobiography,2016,256,2016-05-03
25332115,14,2780,Memoir & Autobiography,2016,336,2016-01-05
26192600,15,2342,Memoir & Autobiography,2016,288,2016-06-28
25663652,16,2324,Memoir & Autobiography,2016,304,2016-03-29
27220736,17,2287,Memoir & Autobiography,2016,400,2016-04-26
26795372,18,1324,Memoir & Autobiography,2016,205,2016-06-07
31248693,19,1045,Memoir & Autobiography,2016,312,2016-11-17
30634883,20,509,Memoir & Autobiography,2016,372,2016-06-28
25819509,1,16477,History & Biography,2016,278,2016-02-16
21094391,2,15398,History & Biography,2016,784,2016-01-28
25817804,3,13488,History & Biography,2016,400,2016-04-12
26030711,4,12995,History & Biography,2016,338,2016-04-05
25814394,5,10343,History & Biography,2016,339,2016-03-01
27209433,6,10033,History & Biography,2016,460,2016-06-21
25953369,7,9715,History & Biography,2016,368,2016-12-06
23168778,8,7397,History & Biography,2016,321,2016-04-05
26240780,9,5654,History & Biography,2016,392,2016-02-02
29370481,10,4139,History & Biography,2016,323,2016-09-13
26109390,11,2278,History & Biography,2016,427,2016-05-10
25897805,12,2157,History & Biography,2016,384,2016-03-01
27214080,13,1898,History & Biography,2016,464,2016-05-03
25817182,14,1611,History & Biography,2016,464,2016-01-05
25897720,15,1560,History & Biography,2016,400,2016-05-03
25897691,16,1085,History & Biography,2016,464,2016-03-29
28789677,17,965,History & Biography,2016,608,2016-09-27
27064368,18,657,History & Biography,2016,408,2016-06-21
26891468,19,593,History & Biography,2016,400,2016-09-20
28789644,20,327,History & Biography,2016,320,2016-09-20
26530322,1,12370,Science & Technology,2016,340,2016-04-25
27276428,2,9820,Science & Technology,2016,592,2016-05-17
26530320,3,9797,Science & Technology,2016,285,2016-06-07
25938481,4,9719,Science & Technology,2016,352,2016-04-12
26150770,5,8589,Science & Technology,2016,480,2016-05-10
25937922,6,6983,Science & Technology,2016,440,2016-08-09
26530389,7,6957,Science & Technology,2016,302,2016-07-26
25733658,8,6818,Science & Technology,2016,288,2016-02-02
25329850,9,6713,Science & Technology,2016,64,2015-11-24
25430558,10,6415,Science & Technology,2016,688,2016-01-19
25664449,11,2513,Science & Technology,2016,224,2016-04-05
27276431,12,2232,Science & Technology,2016,352,2016-07-12
25666050,13,2228,Science & Technology,2016,368,2016-04-19
25430578,14,1887,Science & Technology,2016,320,2016-01-19
27213168,15,1618,Science & Technology,2016,368,2016-08-09
27209431,16,1137,Science & Technology,2016,336,2016-06-07
28587950,17,850,Science & Technology,2016,313,2016-09-27
28186015,18,756,Science & Technology,2016,259,2016-09-06
25897940,19,664,Science & Technology,2016,352,2016-04-12
22580997,20,310,Science & Technology,2016,432,2016-09-06
25982685,1,23867,Food & Cookbooks,2016,240,2016-02-23
26832930,2,19131,Food & Cookbooks,2016,352,2016-06-14
25982612,3,14260,Food & Cookbooks,2016,128,2016-03-22
28503835,4,12312,Food & Cookbooks,2016,NA,2016-09-27
26240710,5,10387,Food & Cookbooks,2016,288,2016-04-19
26031228,6,7780,Food & Cookbooks,2016,288,2016-04-12
28186250,7,6404,Food & Cookbooks,2016,336,2016-09-06
28110861,8,5936,Food & Cookbooks,2016,318,2016-07-12
28588001,9,5585,Food & Cookbooks,2016,304,2016-10-11
26247044,10,5152,Food & Cookbooks,2016,224,2016-05-17
25852800,11,2649,Food & Cookbooks,2016,240,2016-03-29
25810693,12,2481,Food & Cookbooks,2016,352,2016-04-19
25810687,13,2271,Food & Cookbooks,2016,304,2016-05-10
25938485,14,1909,Food & Cookbooks,2016,336,2016-03-01
25614890,15,1770,Food & Cookbooks,2016,272,2016-02-16
24944924,16,1484,Food & Cookbooks,2016,400,2016-03-08
27208950,17,1018,Food & Cookbooks,2016,352,2016-06-07
28925236,18,915,Food & Cookbooks,2016,304,2016-10-25
28260591,19,721,Food & Cookbooks,2016,256,2016-08-09
28962990,20,631,Food & Cookbooks,2016,576,2016-10-04
25855506,1,32937,Graphic Novels & Comics,2016,112,2016-03-08
28862528,2,19323,Graphic Novels & Comics,2016,152,2016-07-05
28508624,3,14203,Graphic Novels & Comics,2016,256,2016-09-13
27163013,4,13554,Graphic Novels & Comics,2016,144,2016-07-12
25667474,5,11898,Graphic Novels & Comics,2016,523,2016-01-26
29396738,6,10576,Graphic Novels & Comics,2016,235,2016-07-19
27168412,7,9899,Graphic Novels & Comics,2016,129,2016-06-21
25761329,8,8909,Graphic Novels & Comics,2016,112,2016-04-05
28204534,9,8766,Graphic Novels & Comics,2016,144,2016-04-05
29812803,10,5988,Graphic Novels & Comics,2016,NA,2016-04-06
29990987,11,4392,Graphic Novels & Comics,2016,80,2016-05-25
28762820,12,2475,Graphic Novels & Comics,2016,160,2016-04-13
25853351,13,2469,Graphic Novels & Comics,2016,200,2016-02-09
25618818,14,1772,Graphic Novels & Comics,2016,272,2016-01-12
27163019,15,1542,Graphic Novels & Comics,2016,136,2016-07-12
27245604,16,1132,Graphic Novels & Comics,2016,128,2016-07-28
22694572,17,1042,Graphic Novels & Comics,2016,292,2016-05-03
25652706,18,971,Graphic Novels & Comics,2016,180,2016-03-02
28862254,19,828,Graphic Novels & Comics,2016,160,2016-06-21
29436571,20,706,Graphic Novels & Comics,2016,246,2016-08-02
30075802,1,22560,Poetry,2016,156,2016-04-23
29431081,2,9638,Poetry,2016,240,2016-10-04
26196204,3,8873,Poetry,2016,160,2016-05-03
28871313,4,8197,Poetry,2016,80,2016-03-04
26031215,5,7951,Poetry,2016,176,2016-04-05
25897953,6,7375,Poetry,2016,320,2016-04-05
25986828,7,6011,Poetry,2016,112,2016-02-02
29996717,8,5888,Poetry,2016,324,2016-04-22
29059581,9,4255,Poetry,2016,NA,NA
30230550,10,3246,Poetry,2016,68,2016-05-18
29499443,11,2052,Poetry,2016,176,2016-06-07
30245389,12,1854,Poetry,2016,NA,NA
28818619,13,1563,Poetry,2016,116,2016-09-13
25746714,14,1517,Poetry,2016,48,2016-03-01
30227846,15,1217,Poetry,2016,208,2016-10-25
28503713,16,985,Poetry,2016,160,2016-10-04
28482146,17,974,Poetry,2016,116,2016-02-05
26114310,18,557,Poetry,2016,98,2016-07-05
29872928,19,461,Poetry,2016,72,2016-09-01
25664566,20,330,Poetry,2016,96,2016-01-05
25776221,1,24445,Debut Goodreads Author,2016,316,2016-03-08
